FUZZ,url,redirectlocation,position,status_code,content_length,content_words,content_lines,content_type,duration,resultfile,Ffufhash
a1fb21a7f9a8a7ea,http://94.237.57.211:40271/stats/a1fb21a7f9a8a7ea_index.html/stats.txt,,977,404,52,4,3,text/html,410.981662ms,,8caba3d1
8b8a14c52824e19b,http://94.237.57.211:40271/stats/8b8a14c52824e19b_index.html/stats.txt,,846,404,52,4,3,text/html,413.416125ms,,8caba34e
73376d7c74f20787,http://94.237.57.211:40271/stats/73376d7c74f20787_index.html/stats.txt,,843,404,52,4,3,text/html,416.545269ms,,8caba34b
a147629500acbf84,http://94.237.57.211:40271/stats/a147629500acbf84_index.html/stats.txt,,871,404,52,4,3,text/html,416.66596ms,,8caba367
44ce501884350e0b,http://94.237.57.211:40271/stats/44ce501884350e0b_index.html/stats.txt,,932,404,52,4,3,text/html,387.312742ms,,8caba3a4
eaaea91bfa572298,http://94.237.57.211:40271/stats/eaaea91bfa572298_index.html/stats.txt,,861,404,52,4,3,text/html,411.494954ms,,8caba35d
3ff0e12466928f71,http://94.237.57.211:40271/stats/3ff0e12466928f71_index.html/stats.txt,,829,404,52,4,3,text/html,409.73802ms,,8caba33d
bb19cfe5617922b1,http://94.237.57.211:40271/stats/bb19cfe5617922b1_index.html/stats.txt,,922,404,52,4,3,text/html,384.839791ms,,8caba39a
5cbb6c379ee1d7cd,http://94.237.57.211:40271/stats/5cbb6c379ee1d7cd_index.html/stats.txt,,958,404,52,4,3,text/html,699.186953ms,,8caba3be
7fdac8969f92091f,http://94.237.57.211:40271/stats/7fdac8969f92091f_index.html/stats.txt,,965,404,52,4,3,text/html,701.022114ms,,8caba3c5
c8b33ddf35293d64,http://94.237.57.211:40271/stats/c8b33ddf35293d64_index.html/stats.txt,,966,404,52,4,3,text/html,700.888143ms,,8caba3c6
f9f4992e1dd79262,http://94.237.57.211:40271/stats/f9f4992e1dd79262_index.html/stats.txt,,970,404,52,4,3,text/html,701.975785ms,,8caba3ca
f0c18d4a5b7c3257,http://94.237.57.211:40271/stats/f0c18d4a5b7c3257_index.html/stats.txt,,986,404,52,4,3,text/html,693.804614ms,,8caba3da
7454091d52008f25,http://94.237.57.211:40271/stats/7454091d52008f25_index.html/stats.txt,,985,404,52,4,3,text/html,690.217792ms,,8caba3d9
2d69b8c0a7f5af82,http://94.237.57.211:40271/stats/2d69b8c0a7f5af82_index.html/stats.txt,,860,404,52,4,3,text/html,703.695096ms,,8caba35c
74b1646ba290cf56,http://94.237.57.211:40271/stats/74b1646ba290cf56_index.html/stats.txt,,880,404,52,4,3,text/html,703.712482ms,,8caba370
72679df23b03b1e1,http://94.237.57.211:40271/stats/72679df23b03b1e1_index.html/stats.txt,,991,404,52,4,3,text/html,697.019244ms,,8caba3df
1f3c552af17d77da,http://94.237.57.211:40271/stats/1f3c552af17d77da_index.html/stats.txt,,881,404,52,4,3,text/html,701.92873ms,,8caba371
4f62d0aade020141,http://94.237.57.211:40271/stats/4f62d0aade020141_index.html/stats.txt,,990,404,52,4,3,text/html,699.012443ms,,8caba3de
0c9a3689933e3def,http://94.237.57.211:40271/stats/0c9a3689933e3def_index.html/stats.txt,,856,404,52,4,3,text/html,723.494873ms,,8caba358
6f39c2500a0de23c,http://94.237.57.211:40271/stats/6f39c2500a0de23c_index.html/stats.txt,,828,404,52,4,3,text/html,721.858234ms,,8caba33c
19122f81471952bb,http://94.237.57.211:40271/stats/19122f81471952bb_index.html/stats.txt,,883,404,52,4,3,text/html,703.671792ms,,8caba373
37639502b3af853e,http://94.237.57.211:40271/stats/37639502b3af853e_index.html/stats.txt,,849,404,52,4,3,text/html,722.874043ms,,8caba351
fc39037b876cfe9c,http://94.237.57.211:40271/stats/fc39037b876cfe9c_index.html/stats.txt,,837,404,52,4,3,text/html,724.062693ms,,8caba345
5e6c0924ef487cc0,http://94.237.57.211:40271/stats/5e6c0924ef487cc0_index.html/stats.txt,,1000,404,52,4,3,text/html,706.104608ms,,8caba3e8
d3f032685999efe8,http://94.237.57.211:40271/stats/d3f032685999efe8_index.html/stats.txt,,982,404,52,4,3,text/html,724.941306ms,,8caba3d6
33d65b7aefae35b9,http://94.237.57.211:40271/stats/33d65b7aefae35b9_index.html/stats.txt,,887,404,52,4,3,text/html,705.741729ms,,8caba377
174cfd9ed0776d64,http://94.237.57.211:40271/stats/174cfd9ed0776d64_index.html/stats.txt,,931,404,52,4,3,text/html,706.348307ms,,8caba3a3
43b19a0ddbe375a0,http://94.237.57.211:40271/stats/43b19a0ddbe375a0_index.html/stats.txt,,954,404,52,4,3,text/html,1.301141265s,,8caba3ba
638b8619530ce70b,http://94.237.57.211:40271/stats/638b8619530ce70b_index.html/stats.txt,,819,404,52,4,3,text/html,1.304115138s,,8caba333
2a14e639271d97a6,http://94.237.57.211:40271/stats/2a14e639271d97a6_index.html/stats.txt,,968,404,52,4,3,text/html,1.305908993s,,8caba3c8
6c9cb8b1fee00c60,http://94.237.57.211:40271/stats/6c9cb8b1fee00c60_index.html/stats.txt,,956,404,52,4,3,text/html,1.308353794s,,8caba3bc
2f65d563f65fc1f7,http://94.237.57.211:40271/stats/2f65d563f65fc1f7_index.html/stats.txt,,955,404,52,4,3,text/html,1.307724611s,,8caba3bb
